timestamp,server_id,cpu_util,mem_util,latency_ms,error_rate,traffic_rps,incident_type,severity
2025-06-02 01:50:00,srv-00,22.301,44.648,96.06,0.025591,290.38,normal,none
2025-06-02 01:55:00,srv-00,21.721,43.289,109.83,0.024756,278.8,normal,none
2025-06-02 02:00:00,srv-00,24.266,43.066,121.27,0.030076,292.98,normal,none
2025-06-02 02:05:00,srv-00,25.858,40.94,113.69,0.031696,256.94,normal,none
2025-06-02 02:10:00,srv-00,24.079,40.817,117.11,0.027823,283.66,normal,none
2025-06-02 02:15:00,srv-00,26.034,39.545,121.11,0.021518,317.01,normal,none
2025-06-02 02:20:00,srv-00,18.975,41.68,108.97,0.022108,263.83,normal,none
2025-06-02 02:25:00,srv-00,21.596,43.923,107.11,0.031344,266.03,normal,none
2025-06-02 02:30:00,srv-00,22.455,44.699,108.55,0.020454,247.26,normal,none
2025-06-02 02:35:00,srv-00,23.942,43.154,118.15,0.02202,284.85,normal,none
2025-06-02 02:40:00,srv-00,20.838,45.748,106.41,0.026339,324.34,normal,none
2025-06-02 02:45:00,srv-00,13.832,42.499,115.1,0.021751,353.88,normal,none
2025-06-02 02:50:00,srv-00,17.179,43.013,115.11,0.024823,347.79,normal,none
2025-06-02 02:55:00,srv-00,15.734,41.853,107.81,0.02144,345.02,normal,none
2025-06-02 03:00:00,srv-00,16.861,43.97,104.52,0.024039,350.19,normal,none
2025-06-02 03:05:00,srv-00,14.809,44.075,115.78,0.03187,332.87,normal,none
2025-06-02 03:10:00,srv-00,18.207,44.781,106.81,0.036259,300.41,normal,none
2025-06-02 03:15:00,srv-00,17.293,44.681,114.4,0.026211,327.26,normal,none
2025-06-02 03:20:00,srv-00,14.375,42.365,108.02,0.018312,322.82,normal,none
2025-06-02 03:25:00,srv-00,19.044,40.728,115.28,0.026526,301.21,normal,none
2025-06-02 03:30:00,srv-00,15.948,40.976,116.7,0.032179,352.7,normal,none
2025-06-02 03:35:00,srv-00,15.384,40.7,111.51,0.038739,359.33,normal,none
2025-06-02 03:40:00,srv-00,15.315,39.793,114.1,0.025711,396.26,normal,none
2025-06-02 03:45:00,srv-00,20.104,41.013,119.84,0.032831,361.04,normal,none
2025-06-02 03:50:00,srv-00,15.496,40.103,115.75,0.018889,403.83,normal,none
2025-06-02 03:55:00,srv-00,19.686,38.622,104.93,0.020556,409.23,normal,none
2025-06-02 04:00:00,srv-00,17.78,37.183,100.56,0.020305,433.41,normal,none
2025-06-02 04:05:00,srv-00,16.751,37.913,106.85,0.02268,427.57,normal,none
2025-06-02 04:10:00,srv-00,21.611,39.846,115.76,0.021014,433.0,normal,none
2025-06-02 04:15:00,srv-00,21.347,39.187,104.02,0.02867,455.31,normal,none
2025-06-02 04:20:00,srv-00,22.569,39.096,104.46,0.019122,472.28,normal,none
2025-06-02 04:25:00,srv-00,26.37,40.66,96.81,0.024183,462.47,normal,none
2025-06-02 04:30:00,srv-00,26.591,40.57,99.48,0.030639,449.26,normal,none
2025-06-02 04:35:00,srv-00,28.81,42.8,96.72,0.026775,436.43,normal,none
2025-06-02 04:40:00,srv-00,30.834,43.036,103.35,0.019258,437.17,normal,none
2025-06-02 04:45:00,srv-00,28.741,42.669,97.02,0.026817,479.0,normal,none
2025-06-02 04:50:00,srv-00,26.468,41.173,97.1,0.024661,436.23,normal,none
2025-06-02 04:55:00,srv-00,23.076,40.395,89.69,0.033311,442.02,normal,none
2025-06-02 05:00:00,srv-00,24.836,39.858,103.21,0.024306,427.2,normal,none
2025-06-02 05:05:00,srv-00,24.619,40.091,110.29,0.021547,419.71,normal,none
2025-06-02 05:10:00,srv-00,25.702,41.654,93.08,0.024505,391.6,normal,none
2025-06-02 05:15:00,srv-00,24.175,40.387,97.67,0.034702,410.55,normal,none
2025-06-02 05:20:00,srv-00,23.09,37.984,110.13,0.02457,420.37,normal,none
2025-06-02 05:25:00,srv-00,21.984,38.604,114.36,0.021736,421.16,normal,none
2025-06-02 05:30:00,srv-00,24.973,37.771,120.71,0.019112,414.82,normal,none
2025-06-02 05:35:00,srv-00,28.738,40.345,117.99,0.032866,420.74,normal,none
2025-06-02 05:40:00,srv-00,27.398,42.083,131.86,0.028743,411.74,normal,none
2025-06-02 05:45:00,srv-00,28.239,43.915,131.78,0.021656,454.13,normal,none
2025-06-02 05:50:00,srv-00,28.141,45.767,122.76,0.029562,434.71,normal,none
2025-06-02 05:55:00,srv-00,28.459,45.804,110.8,0.029781,451.03,normal,none
2025-06-02 06:00:00,srv-00,31.416,43.392,101.47,0.025067,495.75,normal,none
2025-06-02 06:05:00,srv-00,31.056,45.022,103.3,0.023421,517.07,normal,none
2025-06-02 06:10:00,srv-00,29.51,48.924,90.62,0.024507,534.43,normal,none
2025-06-02 06:15:00,srv-00,31.459,45.754,96.95,0.022691,600.17,normal,none
2025-06-02 06:20:00,srv-00,30.509,44.554,83.5,0.023843,598.86,normal,none
2025-06-02 06:25:00,srv-00,26.931,45.894,92.62,0.027898,580.81,normal,none
2025-06-02 06:30:00,srv-00,31.758,42.983,102.3,0.023219,602.84,normal,none
2025-06-02 06:35:00,srv-00,24.031,42.892,100.27,0.018265,611.93,normal,none
2025-06-02 06:40:00,srv-00,23.491,42.225,108.63,0.02423,644.12,normal,none
2025-06-02 06:45:00,srv-00,20.768,44.86,102.22,0.02342,614.54,normal,none
2025-06-02 06:50:00,srv-00,24.763,44.996,103.77,0.031881,599.62,normal,none
2025-06-02 06:55:00,srv-00,25.237,44.765,109.06,0.021578,587.58,normal,none
2025-06-02 07:00:00,srv-00,23.5,45.514,111.01,0.030915,566.32,normal,none
2025-06-02 07:05:00,srv-00,23.904,44.295,105.22,0.021599,558.63,normal,none
2025-06-02 07:10:00,srv-00,20.535,45.138,111.33,0.025725,593.09,normal,none
2025-06-02 07:15:00,srv-00,23.167,45.517,120.73,0.020698,604.59,normal,none
2025-06-02 07:20:00,srv-00,24.417,45.112,119.9,0.026928,595.83,normal,none
2025-06-02 07:25:00,srv-00,25.339,41.331,120.44,0.023302,620.59,normal,none
2025-06-02 07:30:00,srv-00,27.357,42.629,122.83,0.025359,636.28,normal,none
2025-06-02 07:35:00,srv-00,27.593,43.025,129.4,0.036832,651.08,normal,none
2025-06-02 07:40:00,srv-00,28.09,45.678,130.19,0.036018,662.1,normal,none
2025-06-02 07:45:00,srv-00,22.517,45.441,126.18,0.02616,710.97,normal,none
2025-06-02 07:50:00,srv-00,21.837,46.307,121.39,0.026725,704.38,normal,none
2025-06-02 07:55:00,srv-00,18.069,45.741,120.06,0.030431,669.1,normal,none
2025-06-02 08:00:00,srv-00,18.963,46.389,115.11,0.019352,647.12,normal,none
2025-06-02 08:05:00,srv-00,21.965,48.006,100.71,0.018343,620.23,normal,none
2025-06-02 08:10:00,srv-00,30.854,46.043,91.82,0.018595,653.19,normal,none
2025-06-02 08:15:00,srv-00,41.601,48.116,99.25,0.023818,637.68,normal,none
2025-06-02 08:20:00,srv-00,38.372,46.519,107.56,0.02364,659.24,normal,none
2025-06-02 08:25:00,srv-00,48.095,46.831,116.36,0.022788,685.64,normal,none
2025-06-02 08:30:00,srv-00,47.637,47.699,118.87,0.040244,687.56,normal,none
2025-06-02 08:35:00,srv-00,46.543,46.032,116.67,0.038389,681.9,normal,none
2025-06-02 08:40:00,srv-00,44.415,45.465,105.18,0.01835,668.23,normal,none
2025-06-02 08:45:00,srv-00,47.479,44.312,99.31,0.027856,671.54,normal,none
2025-06-02 08:50:00,srv-00,41.75,45.156,107.29,0.019529,670.51,normal,none
2025-06-02 08:55:00,srv-00,41.71,44.339,119.18,0.031928,691.73,normal,none
2025-06-02 09:00:00,srv-00,46.841,45.388,117.36,0.019856,702.42,normal,none
2025-06-02 09:05:00,srv-00,47.147,44.764,104.01,0.024251,723.13,normal,none
2025-06-02 09:10:00,srv-00,44.44,46.11,109.43,0.038613,714.25,normal,none
2025-06-02 09:15:00,srv-00,39.113,46.284,110.01,0.029243,746.22,normal,none
2025-06-02 09:20:00,srv-00,36.384,46.457,114.99,0.028606,768.79,normal,none
2025-06-02 09:25:00,srv-00,37.801,43.071,120.11,0.023582,782.7,normal,none
2025-06-02 09:30:00,srv-00,32.588,46.271,106.03,0.0238,773.45,normal,none
2025-06-02 09:35:00,srv-00,37.967,47.383,116.11,0.021776,785.19,normal,none
2025-06-02 09:40:00,srv-00,35.976,42.699,110.88,0.022783,745.65,normal,none
2025-06-02 09:45:00,srv-00,31.089,45.303,111.55,0.022827,759.2,normal,none
2025-06-02 09:50:00,srv-00,30.873,47.687,110.58,0.021057,737.77,normal,none
2025-06-02 09:55:00,srv-00,28.537,49.134,109.77,0.021085,759.71,normal,none
2025-06-02 10:00:00,srv-00,25.933,52.161,102.59,0.028031,722.35,normal,none
2025-06-02 10:05:00,srv-00,26.47,49.954,102.5,0.019074,730.73,normal,none
2025-06-02 10:10:00,srv-00,26.296,48.15,108.42,0.022056,775.52,normal,none
2025-06-02 10:15:00,srv-00,24.928,47.448,94.58,0.035179,785.74,normal,none
2025-06-02 10:20:00,srv-00,32.947,49.224,99.69,0.023469,800.2,normal,none
2025-06-02 10:25:00,srv-00,35.493,47.349,92.94,0.026999,808.61,normal,none
2025-06-02 10:30:00,srv-00,42.44,47.728,106.96,0.021828,858.53,normal,none
2025-06-02 10:35:00,srv-00,43.94,48.025,111.49,0.02555,857.82,normal,none
2025-06-02 10:40:00,srv-00,41.049,48.198,101.14,0.022846,829.32,normal,none
2025-06-02 10:45:00,srv-00,41.117,46.685,98.27,0.029688,827.88,normal,none
2025-06-02 10:50:00,srv-00,40.999,46.347,98.52,0.028688,846.94,normal,none
2025-06-02 10:55:00,srv-00,37.803,48.954,101.59,0.029902,818.2,normal,none
2025-06-02 11:00:00,srv-00,39.419,49.481,111.61,0.021816,822.24,normal,none
2025-06-02 11:05:00,srv-00,37.809,47.316,110.06,0.040283,810.24,normal,none
2025-06-02 11:10:00,srv-00,38.223,45.501,125.94,0.029202,824.76,normal,none
2025-06-02 11:15:00,srv-00,39.07,47.854,128.47,0.027413,825.01,normal,none
2025-06-02 11:20:00,srv-00,40.821,47.266,129.63,0.041472,861.59,normal,none
2025-06-02 11:25:00,srv-00,41.568,47.256,127.92,0.026047,845.52,normal,none
2025-06-02 11:30:00,srv-00,42.621,44.758,109.02,0.021104,851.52,normal,none
2025-06-02 11:35:00,srv-00,44.461,46.241,131.8,0.023658,854.81,normal,none
2025-06-02 11:40:00,srv-00,37.309,45.782,131.22,0.027716,865.87,normal,none
2025-06-02 11:45:00,srv-00,35.331,44.879,133.95,0.021231,847.73,normal,none
2025-06-02 11:50:00,srv-00,31.47,44.569,139.63,0.020343,881.43,normal,none
2025-06-02 11:55:00,srv-00,34.345,44.442,137.21,0.020969,839.7,normal,none
2025-06-02 12:00:00,srv-00,32.741,48.048,124.17,0.030882,827.33,normal,none
2025-06-02 12:05:00,srv-00,36.434,48.673,124.27,0.025807,846.41,normal,none
2025-06-02 12:10:00,srv-00,35.038,47.506,116.37,0.022858,877.46,normal,none
2025-06-02 12:15:00,srv-00,40.065,47.864,125.86,0.018451,889.21,normal,none
2025-06-02 12:20:00,srv-00,37.742,46.145,134.98,0.030278,898.87,normal,none
2025-06-02 12:25:00,srv-00,40.384,45.839,125.23,0.027192,863.93,normal,none
2025-06-02 12:30:00,srv-00,40.028,43.178,126.66,0.025903,853.5,normal,none
2025-06-02 12:35:00,srv-00,46.343,43.778,125.6,0.033089,830.34,normal,none
2025-06-02 12:40:00,srv-00,44.162,43.636,142.59,0.028072,833.76,normal,none
2025-06-02 12:45:00,srv-00,34.858,42.922,135.17,0.025678,827.06,normal,none
2025-06-02 12:50:00,srv-00,34.12,42.892,133.79,0.020606,807.84,normal,none
2025-06-02 12:55:00,srv-00,34.372,41.801,128.58,0.023442,827.36,normal,none
2025-06-02 13:00:00,srv-00,37.02,45.1,134.95,0.030089,861.56,normal,none
2025-06-02 13:05:00,srv-00,34.306,46.323,135.97,0.023355,852.02,normal,none
2025-06-02 13:10:00,srv-00,35.451,45.417,131.02,0.022944,823.04,normal,none
2025-06-02 13:15:00,srv-00,31.54,45.261,117.07,0.020125,785.0,normal,none
2025-06-02 13:20:00,srv-00,30.48,44.689,107.82,0.021838,807.08,normal,none
2025-06-02 13:25:00,srv-00,30.712,46.428,108.54,0.02794,759.47,normal,none
2025-06-02 13:30:00,srv-00,33.117,45.59,114.06,0.023315,793.12,normal,none
2025-06-02 13:35:00,srv-00,35.847,46.331,127.53,0.023462,803.92,normal,none
2025-06-02 13:40:00,srv-00,36.32,48.449,110.7,0.025517,801.9,normal,none
2025-06-02 13:45:00,srv-00,34.806,48.723,120.18,0.020675,782.93,normal,none
2025-06-02 13:50:00,srv-00,42.8,50.437,125.72,0.037273,801.73,normal,none
2025-06-02 13:55:00,srv-00,42.142,49.754,115.24,0.038798,783.51,normal,none
2025-06-02 14:00:00,srv-00,38.348,49.16,117.18,0.019699,806.09,normal,none
2025-06-02 14:05:00,srv-00,39.208,48.053,118.5,0.018322,831.4,normal,none
2025-06-02 14:10:00,srv-00,45.214,48.073,104.31,0.02572,793.11,normal,none
2025-06-02 14:15:00,srv-00,52.801,48.152,108.54,0.023768,795.9,normal,none
2025-06-02 14:20:00,srv-00,49.608,49.192,102.49,0.025026,776.21,normal,none
2025-06-02 14:25:00,srv-00,45.533,45.477,105.16,0.019057,776.48,normal,none
2025-06-02 14:30:00,srv-00,45.713,44.169,97.89,0.030449,751.85,normal,none
2025-06-02 14:35:00,srv-00,42.795,43.915,95.17,0.020822,747.64,normal,none
2025-06-02 14:40:00,srv-00,44.05,43.679,92.96,0.020699,770.41,normal,none
2025-06-02 14:45:00,srv-00,44.986,44.883,110.84,0.023932,783.84,normal,none
2025-06-02 14:50:00,srv-00,38.164,41.883,113.11,0.018752,787.46,normal,none
2025-06-02 14:55:00,srv-00,42.548,41.691,106.76,0.026625,782.85,normal,none
2025-06-02 15:00:00,srv-00,41.932,44.37,116.91,0.032747,776.4,normal,none
2025-06-02 15:05:00,srv-00,40.74,42.584,116.95,0.025968,793.33,normal,none
2025-06-02 15:10:00,srv-00,40.183,43.662,119.82,0.030226,792.99,normal,none
2025-06-02 15:15:00,srv-00,38.187,43.982,118.96,0.026556,780.23,normal,none
2025-06-02 15:20:00,srv-00,29.981,40.84,118.32,0.023656,779.02,normal,none
2025-06-02 15:25:00,srv-00,34.129,40.139,108.09,0.030659,746.75,normal,none
2025-06-02 15:30:00,srv-00,32.468,40.459,128.89,0.039389,761.79,normal,none
2025-06-02 15:35:00,srv-00,35.284,39.819,120.22,0.020377,725.98,normal,none
2025-06-02 15:40:00,srv-00,35.908,41.409,111.03,0.019052,728.77,normal,none
2025-06-02 15:45:00,srv-00,35.262,38.465,125.2,0.026473,693.6,normal,none
2025-06-02 15:50:00,srv-00,34.856,33.943,128.57,0.019934,720.11,normal,none
2025-06-02 15:55:00,srv-00,29.575,33.985,119.76,0.03626,725.57,normal,none
2025-06-02 16:00:00,srv-00,30.451,37.538,123.4,0.021438,717.25,normal,none
2025-06-02 16:05:00,srv-00,30.939,39.172,115.8,0.021881,755.31,normal,none
2025-06-02 16:10:00,srv-00,32.683,40.537,109.51,0.022456,775.26,normal,none
2025-06-02 16:15:00,srv-00,34.236,38.004,108.34,0.030339,791.62,normal,none
2025-06-02 16:20:00,srv-00,31.777,41.954,102.41,0.019964,764.22,normal,none
2025-06-02 16:25:00,srv-00,32.625,43.428,106.35,0.019849,762.05,normal,none
2025-06-02 16:30:00,srv-00,33.801,42.407,115.68,0.021021,740.03,normal,none
2025-06-02 16:35:00,srv-00,29.542,43.271,111.12,0.023241,724.02,normal,none
2025-06-02 16:40:00,srv-00,34.347,42.399,98.62,0.019027,745.88,normal,none
2025-06-02 16:45:00,srv-00,35.056,40.787,110.34,0.020178,725.24,normal,none
2025-06-02 16:50:00,srv-00,38.187,42.203,111.12,0.024572,713.64,normal,none
2025-06-02 16:55:00,srv-00,38.538,41.733,116.22,0.028038,730.15,normal,none
2025-06-02 17:00:00,srv-00,37.857,41.956,112.1,0.01993,680.43,normal,none
2025-06-02 17:05:00,srv-00,32.086,42.309,111.74,0.031878,645.27,normal,none
2025-06-02 17:10:00,srv-00,35.421,41.417,116.23,0.022121,706.66,normal,none
2025-06-02 17:15:00,srv-00,38.081,41.356,127.03,0.018594,682.21,normal,none
2025-06-02 17:20:00,srv-00,38.446,43.122,118.89,0.0253,630.94,normal,none
2025-06-02 17:25:00,srv-00,41.116,45.315,106.9,0.026709,632.84,normal,none
2025-06-02 17:30:00,srv-00,42.196,44.369,104.24,0.022492,596.38,normal,none
2025-06-02 17:35:00,srv-00,44.934,44.67,100.15,0.027848,592.42,normal,none
2025-06-02 17:40:00,srv-00,44.288,42.095,96.03,0.0222,582.83,normal,none
2025-06-02 17:45:00,srv-00,43.06,40.945,104.84,0.035118,611.12,cpu_overload,medium
2025-06-02 17:50:00,srv-00,63.005,43.518,104.9,0.019995,604.2,cpu_overload,medium
2025-06-02 17:55:00,srv-00,89.083,46.168,103.79,0.01818,621.79,cpu_overload,medium
2025-06-02 18:00:00,srv-00,89.083,46.26,103.42,0.035005,613.12,cpu_overload,medium
2025-06-02 18:05:00,srv-00,89.083,46.63,97.66,0.023361,613.79,cpu_overload,medium
2025-06-02 18:10:00,srv-00,89.083,45.937,97.88,0.026263,595.16,cpu_overload,medium
2025-06-02 18:15:00,srv-00,56.226,44.113,98.25,0.036564,608.87,cpu_overload,medium
2025-06-02 18:20:00,srv-00,25.508,43.317,108.63,0.01886,590.54,cpu_overload,medium
2025-06-02 18:25:00,srv-00,29.133,45.029,104.14,0.023683,568.9,normal,none
2025-06-02 18:30:00,srv-00,27.468,43.924,95.45,0.024502,599.41,normal,none
2025-06-02 18:35:00,srv-00,24.727,42.295,100.53,0.031002,596.24,normal,none
2025-06-02 18:40:00,srv-00,24.479,43.149,109.8,0.028843,625.17,normal,none
2025-06-02 18:45:00,srv-00,21.415,41.799,115.66,0.020275,621.19,normal,none
2025-06-02 18:50:00,srv-00,20.951,39.882,110.22,0.027527,621.53,normal,none
2025-06-02 18:55:00,srv-00,23.832,39.164,111.26,0.025126,610.96,normal,none
2025-06-02 19:00:00,srv-00,24.81,37.465,102.64,0.028565,596.1,normal,none
2025-06-02 19:05:00,srv-00,21.49,38.441,95.17,0.02338,563.72,normal,none
2025-06-02 19:10:00,srv-00,18.821,37.779,90.85,0.034852,551.75,normal,none
2025-06-02 19:15:00,srv-00,20.448,36.371,92.6,0.028194,549.73,normal,none
2025-06-02 19:20:00,srv-00,26.925,34.497,99.28,0.018132,526.11,normal,none
2025-06-02 19:25:00,srv-00,19.854,33.718,110.75,0.025238,542.66,normal,none
2025-06-02 19:30:00,srv-00,26.898,35.149,109.29,0.019268,505.58,normal,none
2025-06-02 19:35:00,srv-00,21.514,34.964,121.42,0.019846,497.43,normal,none
2025-06-02 19:40:00,srv-00,25.965,36.421,114.94,0.019312,499.54,normal,none
2025-06-02 19:45:00,srv-00,23.247,37.194,109.4,0.027517,482.49,normal,none
2025-06-02 19:50:00,srv-00,23.056,36.121,108.19,0.020291,529.29,normal,none
2025-06-02 19:55:00,srv-00,21.304,37.148,100.05,0.03406,533.23,normal,none
2025-06-02 20:00:00,srv-00,20.875,38.455,96.23,0.019604,519.83,normal,none
2025-06-02 20:05:00,srv-00,27.073,39.238,83.57,0.022824,521.62,normal,none
2025-06-02 20:10:00,srv-00,22.144,38.213,95.33,0.018357,522.34,normal,none
2025-06-02 20:15:00,srv-00,21.94,40.139,98.76,0.038747,488.35,normal,none
2025-06-02 20:20:00,srv-00,23.473,40.312,101.76,0.018973,516.96,normal,none
2025-06-02 20:25:00,srv-00,22.797,40.888,105.9,0.02524,531.33,normal,none
2025-06-02 20:30:00,srv-00,24.178,43.949,88.24,0.025028,481.55,normal,none
2025-06-02 20:35:00,srv-00,30.712,41.794,107.26,0.021736,461.05,normal,none
2025-06-02 20:40:00,srv-00,28.411,41.656,116.87,0.023969,465.85,normal,none
2025-06-02 20:45:00,srv-00,27.314,42.282,103.42,0.02504,444.61,normal,none
2025-06-02 20:50:00,srv-00,32.125,42.664,111.0,0.018574,426.68,normal,none
2025-06-02 20:55:00,srv-00,35.094,41.214,115.3,0.0203,420.97,normal,none
2025-06-02 21:00:00,srv-00,31.276,41.515,111.0,0.033034,415.44,normal,none
2025-06-02 21:05:00,srv-00,34.292,40.777,105.75,0.028291,382.43,normal,none
2025-06-02 21:10:00,srv-00,29.831,38.927,107.89,0.035451,355.57,normal,none
2025-06-02 21:15:00,srv-00,29.306,41.602,107.43,0.027177,386.8,normal,none
2025-06-02 21:20:00,srv-00,28.728,43.174,113.59,0.043949,394.46,normal,none
2025-06-02 21:25:00,srv-00,28.399,42.9,99.61,0.02139,388.83,normal,none
2025-06-02 21:30:00,srv-00,19.355,42.728,92.68,0.025993,360.35,normal,none
2025-06-02 21:35:00,srv-00,20.462,43.88,104.77,0.026399,370.63,cpu_overload,low
2025-06-02 21:40:00,srv-00,29.733,43.458,98.01,0.018167,343.66,cpu_overload,low
2025-06-02 21:45:00,srv-00,49.042,42.145,107.62,0.024831,362.18,cpu_overload,low
2025-06-02 21:50:00,srv-00,73.934,39.464,110.23,0.026559,374.6,cpu_overload,low
2025-06-02 21:55:00,srv-00,85.056,38.634,108.87,0.026335,367.32,cpu_overload,low
2025-06-02 22:00:00,srv-00,85.056,37.006,111.27,0.036032,334.47,cpu_overload,low
2025-06-02 22:05:00,srv-00,85.056,38.077,104.81,0.020995,327.05,cpu_overload,low
2025-06-02 22:10:00,srv-00,85.056,39.21,108.69,0.02884,318.27,cpu_overload,low
2025-06-02 22:15:00,srv-00,85.056,37.342,114.49,0.023965,319.85,cpu_overload,low
2025-06-02 22:20:00,srv-00,85.056,35.622,107.03,0.029697,316.81,cpu_overload,low
2025-06-02 22:25:00,srv-00,85.056,37.229,102.42,0.030182,311.67,cpu_overload,low
2025-06-02 22:30:00,srv-00,85.056,37.066,97.5,0.019814,306.92,cpu_overload,low
2025-06-02 22:35:00,srv-00,85.056,36.102,100.6,0.022986,358.34,cpu_overload,low
2025-06-02 22:40:00,srv-00,74.462,35.546,107.63,0.032437,280.96,cpu_overload,low
2025-06-02 22:45:00,srv-00,46.968,35.678,108.36,0.035339,274.14,cpu_overload,low
2025-06-02 22:50:00,srv-00,22.53,35.479,110.41,0.020036,290.09,cpu_overload,low
2025-06-02 22:55:00,srv-00,10.162,37.778,106.24,0.023284,251.66,cpu_overload,low
2025-06-02 23:00:00,srv-00,5.133,38.014,103.81,0.019756,203.41,normal,none
2025-06-02 23:05:00,srv-00,10.095,38.221,103.08,0.025706,184.42,normal,none
2025-06-02 23:10:00,srv-00,7.163,40.311,100.11,0.02108,199.52,normal,none
2025-06-02 23:15:00,srv-00,13.818,40.148,105.34,0.019493,182.27,normal,none
2025-06-02 23:20:00,srv-00,10.785,38.911,99.64,0.023593,162.22,normal,none
2025-06-02 23:25:00,srv-00,13.083,40.286,100.8,0.025155,176.2,normal,none
2025-06-02 23:30:00,srv-00,8.744,43.371,86.71,0.038195,201.35,normal,none
2025-06-02 23:35:00,srv-00,13.84,44.434,90.29,0.028784,222.35,normal,none
2025-06-02 23:40:00,srv-00,10.516,44.02,102.93,0.020641,209.26,normal,none
2025-06-02 23:45:00,srv-00,8.822,44.813,113.65,0.033471,217.32,normal,none
2025-06-02 23:50:00,srv-00,14.79,46.438,106.17,0.021374,216.5,normal,none
2025-06-02 23:55:00,srv-00,9.947,43.518,106.27,0.023053,233.22,normal,none
2025-06-03 00:00:00,srv-00,10.128,44.539,87.23,0.019088,239.75,normal,none
2025-06-03 00:05:00,srv-00,10.405,44.898,98.03,0.027369,222.07,normal,none
2025-06-03 00:10:00,srv-00,11.718,42.448,94.82,0.037228,174.4,normal,none
2025-06-03 00:15:00,srv-00,10.882,41.438,100.72,0.019121,163.9,normal,none
2025-06-03 00:20:00,srv-00,10.001,42.537,88.35,0.038696,178.54,normal,none
2025-06-03 00:25:00,srv-00,11.401,41.213,105.14,0.023475,183.33,normal,none
2025-06-03 00:30:00,srv-00,10.086,42.797,98.92,0.023362,205.0,normal,none
2025-06-03 00:35:00,srv-00,12.141,43.602,90.3,0.027444,205.54,normal,none
2025-06-03 00:40:00,srv-00,11.006,44.411,99.81,0.025105,206.42,normal,none
2025-06-03 00:45:00,srv-00,13.015,45.291,97.08,0.029352,207.1,normal,none
2025-06-03 00:50:00,srv-00,13.861,44.394,102.16,0.02067,233.25,normal,none
2025-06-03 00:55:00,srv-00,8.039,45.14,102.05,0.028102,203.3,normal,none
2025-06-03 01:00:00,srv-00,9.559,46.9,95.08,0.027453,233.78,normal,none
2025-06-03 01:05:00,srv-00,13.753,47.151,92.74,0.024379,217.32,normal,none
2025-06-03 01:10:00,srv-00,9.263,48.155,92.85,0.020738,222.05,normal,none
2025-06-03 01:15:00,srv-00,15.25,48.354,91.16,0.022487,226.43,normal,none
2025-06-03 01:20:00,srv-00,19.379,47.235,84.65,0.027794,257.29,normal,none
2025-06-03 01:25:00,srv-00,18.232,47.778,95.47,0.02142,272.43,normal,none
2025-06-03 01:30:00,srv-00,18.019,46.509,90.93,0.03321,295.71,normal,none
2025-06-03 01:35:00,srv-00,5.845,46.933,95.45,0.021864,289.05,normal,none
2025-06-03 01:40:00,srv-00,6.431,47.282,88.18,0.020416,298.96,normal,none
2025-06-03 01:45:00,srv-00,7.77,45.214,93.88,0.023997,340.03,normal,none
2025-06-03 01:50:00,srv-00,3.864,45.754,90.92,0.026301,343.11,normal,none
2025-06-03 01:55:00,srv-00,1.0,44.223,87.42,0.028918,343.09,normal,none
2025-06-03 02:00:00,srv-00,1.0,41.911,91.17,0.025621,351.92,latency_degradation,low
